protein_id	entry	complete8	n_common_runs	mean_lfq	mean_log2_psm	mean_log2_nsaf	mean_psm	log2_length_rel	length_method	length_n_precise_cells	length_max_abs_dev_precise	length_interval_low	length_interval_high	n_unique_peptides	log2_n_unique_peptides	n_shared_peptides	mbr_intensity_frac_mean	shared_psm_frac	log2_shared_psm_inflation	resid_log2_psm	resid_log2_nsaf
psvid_36827_sp|P23786|CPT2_HUMAN	CPT2_HUMAN	True	8	27.2714	5.92818	-10.9659	61.375	0.655628	precise	8	0.00185762			38	5.24793	0	0.0496333	0	-0	0.361378	-0.351431
psvid_36835_sp|Q9H0W9|BKGD_HUMAN	BKGD_HUMAN	True	8	24.1136	2.40276	-13.4278	6.875	-0.407862	precise	8	0.00525613			8	3	0	0.136224	0	-0	-0.688657	-0.458375
psvid_36903_sp|P43243|MATR3_HUMAN	MATR3_HUMAN	False	7	23.9623	2.44704	-14.8117	6.71429	1.01753	precise	7	0.00476662			11	3.45943	0	0.0810419	0	-0		
psvid_36911_sp|Q9P126|CLC1B_HUMAN	CLC1B_HUMAN	False	4	22.4134	1.64624	-13.7748	3.25	-0.867369	precise	4	0.000904323			4	2	0	0.0919412	0	-0		
psvid_36948_sp|Q9UI38|TSP50_HUMAN	TSP50_HUMAN	False	3	18.9252	0	-16.1819	1	-0.119052	precise	3	0.00201824			1	0	0	0	0	-0		
psvid_36987_sp|P21980|TGM2_HUMAN	TGM2_HUMAN	True	8	26.2711	4.9416	-12.0142	31.25	0.717268	precise	8	0.00345233			19	4.24793	1	0.111265	0.04	0.0588937	0.0572726	-0.722224
psvid_36995_sp|Q96N66|MBOA7_HUMAN	MBOA7_HUMAN	True	8	21.7242	1.06148	-15.3544	2.5	0.176954	precise	8	0.00438676			3	1.58496	0	0	0	-0	-0.224923	-1.03072
psvid_37010_sp|O60869|EDF1_HUMAN	EDF1_HUMAN	False	6	22.2763	1.22032	-13.5526	2.83333	-1.49668	precise	6	0.00275584			4	2	0	0.227961	0	-0		
psvid_37035_sp|Q9HCC0|MCCB_HUMAN	MCCB_HUMAN	True	8	24.6847	3.22801	-13.4398	12.625	0.428989	precise	8	0.00165055			16	4	0	0.18772	0	-0	-0.332431	-0.86893
psvid_37048_sp|P48506|GSH1_HUMAN	GSH1_HUMAN	False	4	19.6827	0.75	-16.1614	1.75	0.60839	precise	4	0.00388338			2	1	0	0	0	-0		
psvid_37053_sp|Q86YQ8|CPNE8_HUMAN	CPNE8_HUMAN	False	0					0.432787	precise	8	0.00411981			0		1		1			
psvid_37063_sp|Q9Y566|SHAN1_HUMAN	SHAN1_HUMAN	False	1	20.621	0	-18.5475	1	2.37018	precise	1	5.4734e-14			1	0	0	0	0	-0		
psvid_37073_sp|Q8TAV4|STML3_HUMAN	STML3_HUMAN	False	0					-0.521608	precise	5	0.00214608			0		1		1			
psvid_37101_sp|Q92506|DHB8_HUMAN	DHB8_HUMAN	False	7	21.9882	1.16713	-14.4112	2.57143	-0.678228	precise	8	0.00241011			4	2	0	0	0	-0		
psvid_371037_sp|Q6EEV6|SUMO4_HUMAN	SUMO4_HUMAN	False	0					-2.13627	precise	6	0.00431508			0		1		1			
psvid_37108_sp|Q63HR2|TENS2_HUMAN	TENS2_HUMAN	False	6	22.1299	1.48448	-16.5101	3.16667	1.7541	precise	6	0.0036524			6	2.58496	1	0.218132	0.210526	0.341037		
psvid_37111_sp|Q5JWR5|DOP1A_HUMAN	DOP1A_HUMAN	False	1	18.1507	0	-18.8681	1	2.56151	precise	1	3.61822e-13			1	0	0	0	0	-0		
psvid_371851_sp|P02774|VTDB_HUMAN	VTDB_HUMAN	True	8	26.8336	5.62058	-10.8002	50.25	0.181799	precise	8	0.00104852			32	5	0	0.0434636	0	-0	0.337987	0.0752072
psvid_37205_sp|Q8NI60|COQ8A_HUMAN	COQ8A_HUMAN	False	3	18.9117	1	-15.988	2	0.632243	precise	4	0.00184837			2	1	0	0	0	-0		
psvid_37220_sp|P54756|EPHA5_HUMAN	EPHA5_HUMAN	False	0					1.31161	precise	2	0.00110392			0		0		0	-0		
psvid_37230_sp|O00186|STXB3_HUMAN	STXB3_HUMAN	True	8	23.0885	2.48268	-14.2582	6	0.502027	precise	8	0.000859165			9	3.16993	0	0.188227	0	-0	0.319965	-0.565206
psvid_37290_sp|Q8IXS0|F217A_HUMAN	F217A_HUMAN	False	2	22.6412	0.5	-15.9462	1.5	0.284656	precise	2	0.00291338			1	0	0	0	0	-0		
psvid_37300_sp|Q5W111|SPRY7_HUMAN	SPRY7_HUMAN	True	8	22.373	1.70264	-13.4431	3.75	-1.09201	precise	8	0.00543857			5	2.32193	0	0.0725641	0	-0	0.0615631	0.715056
psvid_37310_sp|Q92621|NU205_HUMAN	NU205_HUMAN	False	2	18.1301	0	-18.5811	1	2.26917	precise	2	0.00029999			1	0	0	0	0	-0		
psvid_37319_sp|Q12983|BNIP3_HUMAN	BNIP3_HUMAN	False	6	20.997	1.02832	-14.1107	2.33333	-1.10723	precise	6	0.00160337			3	1.58496	0	0.153459	0	-0		
psvid_37322_sp|Q9NTJ5|SAC1_HUMAN	SAC1_HUMAN	True	8	26.6433	5.59279	-11.136	50.25	0.49016	precise	8	0.00202004			32	5	0	0.0788272	0	-0	0.44033	-0.131761
psvid_37332_sp|Q8IUA0|WFDC8_HUMAN	WFDC8_HUMAN	False	3	19.7449	0.333333	-15.1105	1.33333	-0.794521	precise	3	0.0027101			1	0	0	0	0	-0		
psvid_37351_sp|Q6P1Q0|LTMD1_HUMAN	LTMD1_HUMAN	False	6	22.3882	1.5128	-14.5469	3.33333	-0.21473	precise	6	0.0037321			5	2.32193	0	0.311922	0	-0		
psvid_37358_sp|Q15437|SC23B_HUMAN	SC23B_HUMAN	False	4	21.8342	2.42856	-14.6362	5.5	0.876367	precise	8	0.00484098			4	2	3	0.565128	0.735294	1.91754		
psvid_37372_sp|Q2M1P5|KIF7_HUMAN	KIF7_HUMAN	False	2	20.4028	0	-17.8874	1	1.68433	precise	2	0.000829475			1	0	0	0	0	-0		
psvid_37382_sp|Q9H4A4|AMPB_HUMAN	AMPB_HUMAN	False	1	19.962	0	-17.0796	1	0.638019	precise	1	3.9635e-14			1	0	0	0	0	-0		
psvid_37390_sp|Q6UX53|TMT1B_HUMAN	TMT1B_HUMAN	True	8	28.5361	5.40143	-10.1507	43	-0.775974	precise	6	0.000718183			18	4.16993	0	0.0308333	0	-0	-1.10069	-0.25697
psvid_37411_sp|PRDX1_HUMAN|	PRDX1_HUMAN	True	8	26.0276	5.03454	-10.134	33	-1.0702	precise	8	0.000778247			13	3.70044	4	0.0274602	0.325758	0.568661	0.348757	1.36738
psvid_37413_sp|Q5VYK3|ECM29_HUMAN	ECM29_HUMAN	False	6	21.0183	0.930827	-17.4628	2.16667	2.14231	precise	6	0.0024408			4	2	0	0.349128	0	-0		
psvid_37417_sp|O14980|XPO1_HUMAN	XPO1_HUMAN	False	0					1.35909	precise	1	3.9635e-14			0		0		0	-0		
psvid_37424_sp|P49257|LMAN1_HUMAN	LMAN1_HUMAN	True	8	28.4192	6.78322	-9.86995	112	0.287896	precise	2	0.000141638			30	4.90689	0	0.0230367	0	-0	0.372992	0.0897972
psvid_37435_sp|Q8TDW4|ST7L_HUMAN	ST7L_HUMAN	False	0					0.460973	precise	4	0.00291938			0		1		1			
psvid_37445_sp|P22059|OSBP1_HUMAN	OSBP1_HUMAN	True	8	24.9753	3.88908	-13.2994	15.125	0.948912	precise	8	0.00717873			17	4.08746	3	0.271155	0.14876	0.232363	0.0818789	-0.944521
psvid_37447_sp|O75153|CLU_HUMAN	CLU_HUMAN	True	8	24.6769	4.03742	-13.8491	17.125	1.64771	precise	8	0.000979693			24	4.58496	1	0.218398	0.0875912	0.132248	0.483794	-1.27245
psvid_37451_sp|Q9BRZ2|TRI56_HUMAN	TRI56_HUMAN	False	4	21.1167	0.896241	-16.1446	2	0.85036	precise	5	0.00376043			3	1.58496	0	0	0	-0		
psvid_37457_sp|Q9HBF4|ZFYV1_HUMAN	ZFYV1_HUMAN	False	2	21.5863	1	-16.2037	2	0.89175	precise	2	8.64916e-05			2	1	0	0	0	-0		
psvid_374620_sp|Q86WJ1|CHD1L_HUMAN	CHD1L_HUMAN	False	2	23.4038	0	-17.4827	1	1.10327	precise	2	6.6735e-05			1	0	0	0	0	-0		
psvid_374758_sp|Q49A26|GLYR1_HUMAN	GLYR1_HUMAN	False	0					0.404253	precise	1	3.9635e-14			0		0		0	-0		
psvid_37475_sp|Q8TAT6|NPL4_HUMAN	NPL4_HUMAN	False	4	21.7494	1.75	-14.979	3.5	0.540254	precise	4	0.00236159			3	1.58496	0	0.0362275	0	-0		
psvid_37476_sp|Q6ZU15|SEP14_HUMAN	SEP14_HUMAN	False	0					0.0492309	precise	8	0.00435628			0		1		1			
psvid_37478_sp|P05181|CP2E1_HUMAN	CP2E1_HUMAN	True	8	28.7589	8.13433	-8.33118	289.625	0.234071	interval	0		0.210927	0.257215	57	5.83289	2	0.00397323	0.0366854	0.053921	1.44864	1.42504
psvid_37486_sp|P04070|PROC_HUMAN	PROC_HUMAN	True	8	23.3772	2.48451	-13.8956	6.25	0.141795	precise	8	0.00622864			8	3	0	0.11939	0	-0	0.0674061	-0.403472
psvid_37501_sp|P15289|ARSA_HUMAN	ARSA_HUMAN	False	0					0.279005	precise	1	3.9635e-14			0		0		0	-0		
psvid_37528_sp|P08631|HCK_HUMAN	HCK_HUMAN	False	0					0.330568	precise	8	0.00417969			0		2		0.9375	4		
psvid_37553_sp|Q9H920|RN121_HUMAN	RN121_HUMAN	False	0					-0.355141	precise	3	0.00169415			0		0		0	-0		
psvid_37556_sp|Q13608|PEX6_HUMAN	PEX6_HUMAN	False	1	19.7758	0	-17.5475	1	1.23013	precise	2	0.000124168			1	0	0	0	0	-0		
psvid_37557_sp|Q9Y673|ALG5_HUMAN	ALG5_HUMAN	True	8	26.2614	4.7876	-11.0842	28.5	-0.366977	precise	8	0.00170317			16	4	0	0.0609104	0	-0	-0.0891926	0.215874
psvid_37590_sp|Q08170|SRSF4_HUMAN	SRSF4_HUMAN	True	8	21.059	2.84152	-13.6391	7.25	0.241788	precise	8	0.000954997			2	1	5	0.319877	0.862069	2.85798	1.85426	0.757751
psvid_37592_sp|Q02252|MMSA_HUMAN	MMSA_HUMAN	True	8	25.7128	4.45378	-12.1404	22.375	0.354783	precise	8	0.0034313			21	4.39232	0	0.163727	0	-0	0.0284381	-0.35544
psvid_37594_sp|Q13595|TRA2A_HUMAN	TRA2A_HUMAN	False	6	21.4203	1.58198	-14.1011	3.16667	-0.567233	precise	8	0.00333877			2	1	1	0.062639	0.52381	1.07039		
psvid_37650_sp|Q9BRJ2|RM45_HUMAN	RM45_HUMAN	False	2	19.5945	0	-15.9286	1	-0.445407	precise	2	3.50978e-05			1	0	0	0	0	-0		
psvid_376536_sp|Q969L2|MAL2_HUMAN	MAL2_HUMAN	False	5	22.0033	0	-14.9806	1	-1.24756	precise	5	0.00199212			1	0	0	0	0	-0		
psvid_37658_sp|Q03519|TAP2_HUMAN	TAP2_HUMAN	True	8	22.7138	2.28456	-14.6693	5.25	0.715127	precise	8	0.00237316			6	2.58496	1	0.31033	0.166667	0.263034	0.40484	-0.716036
psvid_37700_sp|Q6NUQ4|TM214_HUMAN	TM214_HUMAN	True	8	24.795	3.278	-13.6829	10.875	0.721455	precise	8	0.0068267			15	3.90689	0	0.27558	0	-0	-0.377617	-1.19417
psvid_37710_sp|P46013|KI67_HUMAN	KI67_HUMAN	False	1	19.1289	0	-19.1408	1	2.96346	precise	1	5.4734e-14			1	0	0	0	0	-0		
psvid_37719_sp|P50226|ST1A2_HUMAN	ST1A2_HUMAN	False	1	19.4648	4.32193	-11.6187	20	-0.502676	precise	8	0.00350782			1	0	10	0	0.982609	5.84549		
psvid_37724_sp|Q9NX78|TM260_HUMAN	TM260_HUMAN	False	0					0.759099	precise	1	3.61822e-13			0		0		0	-0		
psvid_37739_sp|Q09161|NCBP1_HUMAN	NCBP1_HUMAN	False	2	19.391	0	-17.135	1	0.918406	precise	2	9.77069e-05			1	0	0	0	0	-0		
psvid_37797_sp|Q96DZ1|ERLEC_HUMAN	ERLEC_HUMAN	True	8	23.9723	3.07863	-13.3697	9.25	0.209704	precise	8	0.00633474			11	3.45943	0	0.0951358	0	-0	0.100451	-0.300617
psvid_37827_sp|A8TX70|CO6A5_HUMAN	CO6A5_HUMAN	False	2	20.2154	0	-18.8073	1	2.64576	precise	2	0.00255882			1	0	0	0	0	-0		
psvid_37836_sp|Q9Y490|TLN1_HUMAN	TLN1_HUMAN	True	8	26.5985	5.4589	-13.3839	48	2.60384	precise	8	0.0028601			65	6.02237	5	0.155844	0.0598958	0.0891075	0.337965	-2.34555
psvid_37841_sp|P60174|TPIS_HUMAN	TPIS_HUMAN	True	8	26.0707	4.94608	-10.5458	31.25	-0.746737	precise	8	0.00141951			16	4	0	0.0496323	0	-0	0.224333	0.917862
psvid_37854_sp|Q8TF47|ZFP90_HUMAN	ZFP90_HUMAN	False	4	22.3724	0.25	-16.578	1.25	0.606699	precise	4	0.00138316			1	0	0	0	0	-0		
psvid_37870_sp|O00408|PDE2A_HUMAN	PDE2A_HUMAN	False	1	19.0085	0	-17.4774	1	1.17091	precise	2	6.8151e-05			1	0	0	0	0	-0		
psvid_37879_sp|P20160|CAP7_HUMAN	CAP7_HUMAN	False	6	22.9098	1.83936	-13.677	4	-0.73474	precise	6	0.00354375			4	2	0	0.0934566	0	-0		
psvid_37883_sp|Q93100|KPBB_HUMAN	KPBB_HUMAN	True	8	22.7092	1.89671	-15.7291	4.875	1.3871	precise	8	0.00223486			9	3.16993	0	0.15769	0	-0	0.0204227	-1.77257
psvid_37904_sp|P10412|H14_HUMAN	H14_HUMAN	False	0					-0.931002	precise	8	0.00524546			0		7		1			
psvid_37927_sp|P14618|KPYM_HUMAN	KPYM_HUMAN	True	8	22.968	2.1624	-14.4217	4.875	0.345239	precise	8	0.00182063			6	2.58496	1	0.0834198	0.307692	0.530515	0.093279	-0.646742
psvid_37945_sp|P18085|ARF4_HUMAN	ARF4_HUMAN	True	8	25.5824	4.37664	-10.6476	21.125	-1.21429	precise	8	0.00140783			8	3	5	0	0.467456	0.909026	0.0556396	1.25371
psvid_37958_sp|Q8NB49|AT11C_HUMAN	AT11C_HUMAN	False	7	23.5441	2.25587	-15.429	5.57143	1.4376	precise	7	0.00278491			10	3.32193	0	0.299785	0	-0		
psvid_37981_sp|Q96RT6|CTGE2_HUMAN	CTGE2_HUMAN	False	1	19.4512	3	-14.2762	8	0.834318	precise	8	0.00130363			1	0	9	0	0.987013	6.26679		
psvid_38010_sp|Q53F39|MPPE1_HUMAN	MPPE1_HUMAN	False	1	19.7093	1	-15.2423	2	-0.0789345	precise	2	0.00393748			1	0	0	0	0	-0		
psvid_38014_sp|Q02809|PLOD1_HUMAN	PLOD1_HUMAN	True	8	23.4451	1.53084	-15.5061	3.25	0.797858	precise	8	0.00286092			7	2.80735	0	0	0	-0	-0.951598	-2.06002
psvid_38018_sp|P47895|AL1A3_HUMAN	AL1A3_HUMAN	False	0					0.29253	precise	8	0.00336424			0		2		1			
psvid_38020_sp|O95870|ABHGA_HUMAN	ABHGA_HUMAN	True	8	24.8443	3.61048	-13.0471	12.875	0.419501	precise	8	0.00237655			14	3.80735	0	0.161875	0	-0	-0.0868682	-0.595331
psvid_38033_sp|Q4G0F5|VP26B_HUMAN	VP26B_HUMAN	False	4	21.9324	0.792481	-15.083	2	-0.313416	precise	4	0.0023016			3	1.58496	0	0.163727	0	-0		
psvid_38042_sp|P07602|SAP_HUMAN	SAP_HUMAN	True	8	25.7053	4.76352	-11.8017	27.625	0.326812	precise	8	0.00213195			23	4.52356	0	0.0982562	0	-0	0.344244	-0.00995969
psvid_38112_sp|Q06278|AOXA_HUMAN	AOXA_HUMAN	True	8	27.5855	6.48016	-11.438	93.875	1.67893	precise	8	0.00247903			61	5.93074	1	0.0617802	0.00798935	0.0115725	0.699017	-1.01721
psvid_38137_sp|P08833|IBP1_HUMAN	IBP1_HUMAN	False	2	18.8253	0	-15.5384	1	-0.693139	precise	2	1.26341e-05			1	0	0	0	0	-0		
psvid_38162_sp|P58511|SIM11_HUMAN	SIM11_HUMAN	False	1	19.6796	0	-13.2734	1	-2.84578	precise	2	0.00331336			1	0	0	0	0	-0		
psvid_381874_sp|O75396|SC22B_HUMAN	SC22B_HUMAN	True	8	27.2861	5.57383	-9.96578	47.75	-1.0357	interval	0		-1.15022	-0.921178	18	4.16993	0	0.00777503	0	-0	-0.00263805	0.639651
psvid_38196_sp|Q04941|PLP2_HUMAN	PLP2_HUMAN	False	7	21.1398	0.881418	-13.8869	2	-1.45906	precise	8	0.00338356			1	0	0	0	0	-0		
psvid_38200_sp|Q9H488|OFUT1_HUMAN	OFUT1_HUMAN	True	8	25.8544	4.65291	-11.4793	25.625	-0.10672	precise	8	0.00135031			12	3.58496	0	0.0115381	0	-0	0.11169	0.176591
psvid_38222_sp|C9JI98|TM238_HUMAN	TM238_HUMAN	False	7	20.6986	0.142857	-14.8508	1.14286	-1.2473	precise	7	0.00189872			1	0	0	0	0	-0		
psvid_38263_sp|O75521|ECI2_HUMAN	ECI2_HUMAN	True	8	24.6295	3.64019	-12.513	12.875	-0.0863075	precise	8	0.00481125			12	3.58496	0	0.184711	0	-0	0.128381	0.0975604
psvid_38304_sp|Q13423|NNTM_HUMAN	NNTM_HUMAN	True	8	28.8317	6.82268	-10.7944	116.125	1.37833	precise	8	0.00133776			53	5.72792	0	0.0312855	0	-0	0.0742719	-1.08749
psvid_38310_sp|P07197|NFM_HUMAN	NFM_HUMAN	False	0					1.13047	precise	1	5.38458e-14			0		1		1			
psvid_38315_sp|Q16352|AINX_HUMAN	AINX_HUMAN	False	0					0.255999	precise	1	5.38458e-14			0		1		1			
psvid_38352_sp|P30876|RPB2_HUMAN	RPB2_HUMAN	False	1	17.6487	0	-17.9316	1	1.49002	precise	1	3.9635e-14			1	0	0	0	0	-0		
psvid_38357_sp|Q15427|SF3B4_HUMAN	SF3B4_HUMAN	False	6	22.1422	1.29248	-14.9923	2.66667	0.0203508	precise	7	0.00369238			2	1	0	0.0392776	0	-0		
psvid_38360_sp|Q12904|AIMP1_HUMAN	AIMP1_HUMAN	False	6	22.1382	1.36165	-14.4672	2.83333	-0.421561	precise	7	0.00300927			3	1.58496	0	0.0416581	0	-0		
psvid_38362_sp|Q00796|DHSO_HUMAN	DHSO_HUMAN	True	8	26.7872	4.84968	-11.1616	29	-0.22755	precise	8	0.00110032			19	4.24793	0	0.0825916	0	-0	-0.401775	-0.25715
psvid_38364_sp|P16402|H13_HUMAN	H13_HUMAN	False	0					-0.918386	precise	8	0.00468183			0		7		1			
psvid_38402_sp|O94919|ENDD1_HUMAN	ENDD1_HUMAN	False	6	21.4326	1.69499	-14.8149	3.66667	0.260273	precise	7	0.0047467			3	1.58496	0	0.307329	0	-0		
psvid_38408_sp|Q9P035|HACD3_HUMAN	HACD3_HUMAN	True	8	26.5889	4.40304	-11.6292	21.875	-0.206142	precise	8	0.00309025			13	3.70044	0	0.0442707	0	-0	-0.71109	-0.58346
psvid_38419_sp|Q53GS9|UBP39_HUMAN	UBP39_HUMAN	False	1	19.514	0	-16.5531	1	0.436608	precise	2	0.000624447			1	0	0	0	0	-0		
psvid_38439_sp|Q9UIA9|XPO7_HUMAN	XPO7_HUMAN	False	2	23.2046	0	-17.5407	1	1.37916	precise	2	0.000666018			1	0	0	0	0	-0		
psvid_38448_sp|Q9GZP9|DERL2_HUMAN	DERL2_HUMAN	True	8	23.0237	2.63912	-12.7927	6.5	-0.80646	precise	8	0.00465545			2	1	0	0.00754693	0	-0	0.527793	0.944684
psvid_38457_sp|Q9H361|PABP3_HUMAN	PABP3_HUMAN	False	0					0.595049	precise	8	0.00565596			0		14		1			
psvid_38492_sp|Q9P2R3|ANFY1_HUMAN	ANFY1_HUMAN	True	8	21.4025	1.22672	-16.4963	2.75	1.48354	precise	8	0.00397764			5	2.32193	0	0.444858	0	-0	0.0903963	-2.14373
psvid_38498_sp|Q9P0L9|PK2L1_HUMAN	PK2L1_HUMAN	False	3	21.4904	0.333333	-16.8932	1.33333	0.945154	precise	3	0.0035732			1	0	0	0	0	-0		
psvid_38518_sp|Q13409|DC1I2_HUMAN	DC1I2_HUMAN	True	8	21.8734	1.62296	-15.226	4.25	0.610511	precise	8	0.00341577			6	2.58496	0	0.0818239	0	-0	0.26359	-0.918345
psvid_38545_sp|Q9ULV0|MYO5B_HUMAN	MYO5B_HUMAN	False	0					2.14519	precise	1	3.9635e-14			0		1		1			
psvid_38592_sp|Q15582|BGH3_HUMAN	BGH3_HUMAN	False	7	23.9056	1.9734	-14.9771	4.14286	0.709129	precise	8	0.00478471			7	2.80735	0	0.222902	0	-0		
psvid_38604_sp|Q9NQC3|RTN4_HUMAN	RTN4_HUMAN	True	8	26.1864	6.63867	-11.112	104.375	1.51201	precise	8	0.00204352			7	2.80735	0	0.0165227	0	-0	1.82141	0.2515
psvid_38612_sp|P55196|AFAD_HUMAN	AFAD_HUMAN	False	2	18.5411	0	-18.5003	1	2.12422	precise	3	0.00403392			1	0	0	0	0	-0		
psvid_38666_sp|P18084|ITB5_HUMAN	ITB5_HUMAN	False	5	23.271	2.35693	-14.8497	5.4	0.935146	precise	5	0.00315085			9	3.16993	1	0.410678	0.148148	0.231326		
psvid_38673_sp|Q7Z4W1|DCXR_HUMAN	DCXR_HUMAN	True	8	26.559	5.52672	-10.1044	47.5	-0.775924	precise	2	0.000719311			17	4.08746	0	0.0360315	0	-0	0.433636	0.964142
psvid_38684_sp|P06276|CHLE_HUMAN	CHLE_HUMAN	False	5	22.6553	0.864386	-15.9408	2.2	0.527112	precise	6	0.00320697			4	2	0	0.133932	0	-0		
psvid_38697_sp|Q01844|EWS_HUMAN	EWS_HUMAN	False	3	20.9126	0.666667	-16.2295	1.66667	0.650058	precise	3	0.00379837			2	1	0	0.18371	0	-0		
psvid_38708_sp|Q6UWP7|LCLT1_HUMAN	LCLT1_HUMAN	True	8	22.8724	2.81744	-13.4089	7.25	-0.0128656	precise	8	0.00525523			6	2.58496	0	0.084313	0	-0	0.820397	0.431803
psvid_38711_sp|Q8NET4|RTL9_HUMAN	RTL9_HUMAN	False	0					1.73068	precise	1	5.38458e-14			0		0		0	-0		
psvid_38730_sp|P11940|PABP1_HUMAN	PABP1_HUMAN	True	8	22.0843	4.2182	-12.6266	22	0.605802	precise	8	0.00214188			3	1.58496	21	0.459357	0.926136	3.75899	2.74994	1.64285
psvid_38746_sp|P19838|NFKB1_HUMAN	NFKB1_HUMAN	False	3	20.9594	0.528321	-16.8756	1.66667	1.21167	precise	3	0.00336306			2	1	0	0.0914651	0	-0		
psvid_38766_sp|Q01085|TIAR_HUMAN	TIAR_HUMAN	False	0					-0.15266	precise	1	5.4734e-14			0		0		0	-0		
psvid_38798_sp|Q9UIJ7|KAD3_HUMAN	KAD3_HUMAN	False	7	23.4286	2.10295	-13.272	4.71429	-0.880936	precise	7	0.00500801			8	3	0	0.359911	0	-0		
psvid_38847_sp|O60313|OPA1_HUMAN	OPA1_HUMAN	True	8	25.5483	4.67844	-12.7604	26.875	1.20006	precise	8	0.00420327			31	4.9542	0	0.166947	0	-0	0.384964	-0.830509
psvid_38848_sp|Q96EN8|MOCOS_HUMAN	MOCOS_HUMAN	False	0					1.08747	precise	1	5.4734e-14			0		0		0	-0		
psvid_38856_sp|A6NGU5|GGT3_HUMAN	GGT3_HUMAN	False	0					0.444155	precise	8	0.00483514			0		9		1			
psvid_38858_sp|P36268|GGT2_HUMAN	GGT2_HUMAN	False	0					0.44578	precise	8	0.00604163			0		7		1			
psvid_38877_sp|P82909|KGD4_HUMAN	KGD4_HUMAN	False	6	22.2225	1.87147	-12.3578	3.83333	-2.02187	precise	6	0.00302821			4	2	0	0.272935	0	-0		
psvid_38927_sp|Q99570|PI3R4_HUMAN	PI3R4_HUMAN	False	2	19.3352	0	-18.0113	1	1.69938	precise	2	0.000359781			1	0	0	0	0	-0		
psvid_38948_sp|P00491|PNPH_HUMAN	PNPH_HUMAN	False	4	20.5781	0.25	-15.493	1.25	-0.533679	precise	5	0.00577495			2	1	0	0.145481	0	-0		
psvid_38975_sp|P14555|PA2GA_HUMAN	PA2GA_HUMAN	False	3	20.9035	0	-14.6346	1	-1.53828	precise	3	0.000793995			3	1.58496	0	0.319498	0	-0		
psvid_39010_sp|P20700|LMNB1_HUMAN	LMNB1_HUMAN	False	1	20.0146	0	-16.8056	1	0.48832	precise	1	5.38458e-14			1	0	0	0	0	-0		
psvid_39024_sp|Q6UWH6|TX261_HUMAN	TX261_HUMAN	False	1	18.5065	0	-15.2256	1	-1.09168	precise	3	0.00275475			1	0	0	0	0	-0		
psvid_39073_sp|Q9Y6C2|EMIL1_HUMAN	EMIL1_HUMAN	False	0					1.28212	precise	1	3.9635e-14			0		0		0	-0		
psvid_39080_sp|P02766|TTHY_HUMAN	TTHY_HUMAN	True	8	22.0113	0.5	-14.232	1.625	-1.50683	precise	8	0.00218768			4	2	0	0.133755	0	-0	-0.929652	0.0526044
psvid_39105_sp|Q9UQ03|COR2B_HUMAN	COR2B_HUMAN	False	4	20.4707	0.396241	-16.0555	1.5	0.20052	precise	4	0.00536269			1	0	0	0	0	-0		
psvid_39106_sp|O00116|ADAS_HUMAN	ADAS_HUMAN	True	8	24.3614	3.14942	-13.7449	9	0.655506	precise	8	0.000898434			15	3.90689	0	0.187969	0	-0	-0.135897	-0.958981
psvid_39144_sp|O75146|HIP1R_HUMAN	HIP1R_HUMAN	False	0					1.35369	precise	1	5.4734e-14			0		0		0	-0		
psvid_39213_sp|P49913|CAMP_HUMAN	CAMP_HUMAN	False	6	21.3814	0.5	-14.473	1.66667	-1.29699	precise	6	0.00439749			3	1.58496	0	0.469366	0	-0		
psvid_39223_sp|P50570|DYN2_HUMAN	DYN2_HUMAN	False	3	20.4038	0.333333	-16.9696	1.33333	1.05765	precise	4	0.00147275			2	1	0	0	0	-0		
psvid_39230_sp|Q9H078|CLPB_HUMAN	CLPB_HUMAN	True	8	23.6124	2.297	-14.7005	6	0.75924	precise	8	0.00316679			10	3.32193	0	0.230037	0	-0	-0.3515	-1.37678
psvid_39236_sp|P16284|PECA1_HUMAN	PECA1_HUMAN	False	4	21.806	1.08048	-16.0115	2.5	0.820656	precise	5	0.00299318			3	1.58496	0	0.312515	0	-0		
psvid_39246_sp|P49755|TMEDA_HUMAN	TMEDA_HUMAN	True	8	27.0074	5.4583	-10.0424	44.75	-0.931501	precise	2	0.000124126			15	3.90689	0	0.000249234	0	-0	0.0623845	0.729301
psvid_39252_sp|Q9H2B4|S26A1_HUMAN	S26A1_HUMAN	False	4	21.4766	1.39624	-15.6092	2.75	0.745355	precise	5	0.00134933			2	1	0	0	0	-0		
psvid_39274_sp|Q9Y2P5|S27A5_HUMAN	S27A5_HUMAN	True	8	30.8594	8.12863	-8.84078	301	0.729092	interval	0		0.68727	0.770914	54	5.75489	0	0.00383695	0	-0	-0.409072	-0.56169
psvid_39305_sp|Q9Y376|CAB39_HUMAN	CAB39_HUMAN	False	0					-0.294019	precise	2	0.00255975			0		1		1			
psvid_39326_sp|P01024|CO3_HUMAN	CO3_HUMAN	True	8	30.0325	8.41512	-10.0355	348.125	1.99336	precise	2	3.31851e-05			130	7.02237	0	0.0318539	0	-0	0.606759	-1.1814
psvid_39328_sp|P01031|CO5_HUMAN	CO5_HUMAN	False	2	21.4823	5.16658	-12.9984	36.5	2.00693	precise	8	0.00634144			1	0	40	0	0.984127	5.97728		
