protein_id	entry	sample_id	batch	condition	has_lfq	has_psm	in_common	complete8	lfq	psm	log2_psm	log2_psm_runnorm	nsaf	log2_nsaf	nsaf_precise	log2_length_rel	psm_bin	resid_log2_psm	resid_log2_nsaf	resid_lfq_given_psm	lfq_decile	n_unique_peptides_msms_run	n_unique_peptides_mbr_run	mbr_intensity_frac_run	shared_psm_frac_run	fit_log2_psm_given_lfq	fit_log2_nsaf_given_lfq
psvid_57584_sp|Q9HCE1|MOV10_HUMAN	MOV10_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	23.0568	4	2	1.94533	2.04e-05	-15.5811	True	1.26243	4-7	-0.128095	-1.63898	0.299587	5	2	5	0.549271	0	2.12809	-13.9421
psvid_57589_sp|Q9NTK5|OLA1_HUMAN	OLA1_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	21.354	1	0	-0.0546697	1.29e-05	-16.2423	True	-0.0784593	1	-0.884893	-1.08452	0.465996	2	1	0	0	0	0.884893	-15.1578
psvid_57619_sp|Q53EU6|GPAT3_HUMAN	GPAT3_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	21.5574	2	1	0.94533	2.36e-05	-15.3709	True	0.0536889	2-3	0.00105131	-0.314716	-0.280689	2	1	3	0.740496	0	0.998949	-15.0561
psvid_57639_sp|P21399|ACOHC_HUMAN	ACOHC_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	26.094	25	4.64386	4.58919	0.000144	-12.7616	True	1.0884	16-31	-0.11157	-1.33378	0.354121	9	14	4	0.0963779	0	4.75543	-11.4279
psvid_57671_sp|P15056|BRAF_HUMAN	BRAF_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		1	0	-0.0546697	6.68e-06	-17.1917	True	0.874454	1					0	0		1		
psvid_57742_sp|O94973|AP2A2_HUMAN	AP2A2_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	26.2565	44	5.45943	5.40476	0.00024	-12.0247	True	1.16747	>=32	0.58612	-0.718134	-0.517151	9	18	5	0.249114	0.227273	4.87331	-11.3065
psvid_57755_sp|Q96QU8|XPO6_HUMAN	XPO6_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		1	0	-0.0546697	4.55e-06	-17.7457	True	1.4292	1					0	0		0		
psvid_57819_sp|P62834|RAP1A_HUMAN	RAP1A_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	23.6884	27	4.75489	4.70022	0.000751	-10.3789	True	-1.18338	16-31	2.01321	2.97504	-2.19823	6	2	0	0	0.814815	2.74168	-13.3539
psvid_57820_sp|A6NIZ1|RP1BL_HUMAN	RP1BL_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		23	4.52356	4.46889	0.00064	-10.6096	True	-1.18394	16-31					0	0		1		
psvid_57822_sp|P61224|RAP1B_HUMAN	RAP1B_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	28.308	30	4.90689	4.85222	0.000834	-10.2277	True	-1.18315	16-31	-1.43342	-0.222756	2.22304	10	1	0	0	0.966667	6.34031	-10.0049
psvid_57833_sp|Q04446|GLGB_HUMAN	GLGB_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	23.6424	7	2.80735	2.75269	5.1e-05	-14.2591	True	0.748806	4-7	0.110842	-0.862709	0.0839711	6	5	0	0	0	2.69651	-13.3964
psvid_57857_sp|Q15056|IF4H_HUMAN	IF4H_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	22.1729	3	1.58496	1.53029	6.19e-05	-13.9797	True	-0.752603	2-3	0.190668	0.699749	-0.205556	3	3	0	0	0	1.39429	-14.6795
psvid_57865_sp|Q5XPI4|RN123_HUMAN	RN123_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	22.2669	3	1.58496	1.53029	1.17e-05	-16.3831	True	1.65304	2-3	0.121404	-1.77124	-0.111577	3	1	0	0	0	1.46356	-14.6119
psvid_57876_sp|Q8IYF3|TEX11_HUMAN	TEX11_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	20.9057	1	0	-0.0546697	5.44e-06	-17.488	True	1.17077	1	-0.670712	-2.1284	0.0177814	2	1	0	0	0	0.670712	-15.3596
psvid_57887_sp|O75351|VPS4B_HUMAN	VPS4B_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	20.9999	1	0	-0.0546697	1.15e-05	-16.408	True	0.0868932	1	-0.711658	-1.08966	0.111903	2	1	2	0.724603	0	0.711658	-15.3184
psvid_57934_sp|Q9BXS5|AP1M1_HUMAN	AP1M1_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	25.0582	18	4.16993	4.11526	0.000218	-12.1634	True	0.0175116	16-31	0.238872	0.0846855	-0.0695504	8	9	1	0.111834	0.222222	3.93105	-12.2481
psvid_57939_sp|Q92692|NECT2_HUMAN	NECT2_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	21.4742	2	1	0.94533	1.9e-05	-15.6836	True	0.365414	2-3	0.0488484	-0.584467	-0.363836	2	1	1	0.362328	0	0.951152	-15.0992
psvid_57941_sp|Q9BSE5|GDAH_HUMAN	GDAH_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	26.7089	26	4.70044	4.64577	0.000378	-11.3693	True	-0.247003	16-31	-0.488502	-0.374588	0.893948	9	7	3	0.0561158	0	5.18894	-10.9947
psvid_57975_sp|Q9P0J7|KCMF1_HUMAN	KCMF1_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	19.6594	1	0	-0.0546697	1.34e-05	-16.1874	True	-0.130657	1	-0.296686	-0.349464	-1.22851	1	1	1	0.431045	0	0.296686	-15.8379
psvid_57994_sp|P80404|GABT_HUMAN	GABT_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	25.8522	34	5.08746	5.03279	0.000348	-11.4886	True	0.259136	>=32	0.515437	0.127609	-0.463338	9	19	3	0.0423099	0	4.57203	-11.6162
psvid_58022_sp|Q12982|BNIP2_HUMAN	BNIP2_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		1	0	-0.0546697	1.63e-05	-15.9048	True	-0.410606	1					0	0		1		
psvid_58028_sp|P51665|PSMD7_HUMAN	PSMD7_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	22.1634	4	2	1.94533	6.32e-05	-13.9497	True	-0.367478	4-7	0.612636	0.73645	-0.593816	3	3	1	0.0794024	0	1.38736	-14.6862
psvid_58058_sp|Q16280|CNGA2_HUMAN	CNGA2_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	21.9174	1	0	-0.0546697	7.71e-06	-16.9848	True	0.668266	1	-1.21976	-2.13752	1.02945	3	1	0	0	0	1.21976	-14.8473
psvid_58073_sp|Q99685|MGLL_HUMAN	MGLL_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	27.0102	34	5.08746	5.03279	0.000574	-10.7667	True	-0.463561	>=32	-0.307157	0.035758	0.694674	9	14	0	0	0	5.39462	-10.8024
psvid_58100_sp|Q9NQ84|GPC5C_HUMAN	GPC5C_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	20.5868	1	0	-0.0546697	1.16e-05	-16.3955	True	0.0772361	1	-0.548255	-0.901677	-0.301114	1	1	1	0.472393	0	0.548255	-15.4938
psvid_58162_sp|Q5T9A4|ATD3B_HUMAN	ATD3B_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		12	3.58496	3.53029	9.47e-05	-13.3663	True	0.633689	8-15					0	0		1		
psvid_58175_sp|Q9NV96|CC50A_HUMAN	CC50A_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	22.5973	3	1.58496	1.53029	4.25e-05	-14.5222	True	-0.210739	2-3	-0.14055	-0.178982	0.218815	4	2	0	0	0	1.72551	-14.3432
psvid_58177_sp|Q9Y285|SYFA_HUMAN	SYFA_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	23.7632	3	1.58496	1.53029	3.02e-05	-15.0151	True	0.282484	2-3	-1.22964	-1.72967	1.38474	6	2	7	0.833598	0	2.81461	-13.2854
psvid_58179_sp|Q14032|BAAT_HUMAN	BAAT_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	23.3032	5	2.32193	2.26726	6.12e-05	-13.9961	True	0.000842821	4-7	-0.0394943	-0.279148	0.249824	5	4	0	0	0	2.36142	-13.717
psvid_58197_sp|Q969P0|IGSF8_HUMAN	IGSF8_HUMAN	AZ907	B2021-05-06	control	True	False	False	False	22.032						False	0.552724						0	1	1			
psvid_58300_sp|P27449|VATL_HUMAN	VATL_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	18.0763	2	1	0.94533	6.6e-05	-13.8872	True	-1.43114	2-3	1.01613	2.53742	-3.76178	1	1	0	0	0	-0.016129	-16.4246
psvid_58309_sp|Q9H061|T126A_HUMAN	T126A_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	22.7967	2	1	0.94533	5.25e-05	-14.2173	True	-1.09914	2-3	-0.895316	-0.047571	0.958654	4	1	2	0.966898	0	1.89532	-14.1698
psvid_58327_sp|Q8WUD6|CHPT1_HUMAN	CHPT1_HUMAN	AZ907	B2021-05-06	control	True	False	False	False	21.7264						False	-0.041869						0	1	1			
psvid_58331_sp|P15735|PHKG2_HUMAN	PHKG2_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	20.8952	4	2	1.94533	5.04e-05	-14.2762	True	-0.0419989	4-7	1.33372	1.08789	-1.86201	2	2	0	0	0	0.666284	-15.3641
psvid_58342_sp|Q9Y3A5|SBDS_HUMAN	SBDS_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	24.0118	7	2.80735	2.75269	0.000143	-12.7717	True	-0.741116	4-7	-0.241624	0.293459	0.453332	6	6	1	0.113248	0	3.04898	-13.0652
psvid_58348_sp|Q9NSU2|TREX1_HUMAN	TREX1_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		1	0	-0.0546697	1.63e-05	-15.9048	True	-0.412498	1					0	0		0		
psvid_58366_sp|P27701|CD82_HUMAN	CD82_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	21.0264	1	0	-0.0546697	1.92e-05	-15.6685	True	-0.647218	1	-0.723528	-0.361914	0.138425	2	1	1	0.69435	0	0.723528	-15.3066
psvid_58382_sp|P20592|MX2_HUMAN	MX2_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	20.5993	1	0	-0.0546697	7.16e-06	-17.0916	True	0.774083	1	-0.552476	-1.60282	-0.288641	1	1	0	0	0	0.552476	-15.4888
psvid_58392_sp|Q15046|SYK_HUMAN	SYK_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	22.8708	1	0	-0.0546697	8.57e-06	-16.8323	True	0.5151	1	-1.96035	-2.72715	1.98281	4	1	3	0.877259	0	1.96035	-14.1051
psvid_58424_sp|Q96S97|MYADM_HUMAN	MYADM_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	19.7979	1	0	-0.0546697	1.59e-05	-15.9406	True	-0.375225	1	-0.328184	-0.152208	-1.09008	1	1	0	0	0	0.328184	-15.7884
psvid_58433_sp|Q92747|ARC1A_HUMAN	ARC1A_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	21.4587	2	1	0.94533	2.77e-05	-15.1398	True	-0.176739	2-3	0.0575807	-0.0328256	-0.379367	2	1	0	0	0	0.942419	-15.1069
psvid_58442_sp|P20813|CP2B6_HUMAN	CP2B6_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	30.5364	349	8.44708	8.39241	0.004	-7.96578	False	0.216453	>=32	0.282971	0.539387	0.612076	10	47	2	0.00047247	0	8.16411	-8.50517
psvid_58443_sp|Q9UBS4|DJB11_HUMAN	DJB11_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	27.2404	47	5.55459	5.49992	0.000672	-10.5393	True	-0.222935	>=32	0.000993231	0.118403	0.35307	10	16	1	0.00311698	0	5.5536	-10.6577
psvid_58451_sp|Q9BZM1|PG12A_HUMAN	PG12A_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	22.1884	1	0	-0.0546697	2.71e-05	-15.1713	True	-1.1445	1	-1.40556	-0.502817	1.30041	3	1	1	0.713795	0	1.40556	-14.6685
psvid_58488_sp|B2RPK0|HGB1A_HUMAN	HGB1A_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		2	1	0.94533	4.85e-05	-14.3317	True	-0.985733	2-3					0	0		1		
psvid_58502_sp|Q969V4|TEKT1_HUMAN	TEKT1_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	23.0542	2	1	0.94533	2.45e-05	-15.3169	True	-0.000716737	2-3	-1.12571	-1.37247	1.21615	5	1	0	0	0	2.12571	-13.9444
psvid_58524_sp|Q07021|C1QBP_HUMAN	C1QBP_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	23.4288	2	1	0.94533	3.63e-05	-14.7497	True	-0.567647	2-3	-1.48493	-1.1518	1.59074	5	2	0	0	0	2.48493	-13.5979
psvid_58560_sp|Q6YN16|HSDL2_HUMAN	HSDL2_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	24.2927	8	3	2.94533	9.79e-05	-13.3183	True	3.03861e-05	8-15	-0.298748	-0.485038	0.510163	7	5	1	0.0344501	0	3.29875	-12.8333
psvid_58569_sp|Q2TV78|MST1L_HUMAN	MST1L_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		15	3.90689	3.85222	0.000107	-13.1901	True	0.775877	8-15					0	0		1		
psvid_58581_sp|Q9UNU6|CP8B1_HUMAN	CP8B1_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	28.6071	79	6.30378	6.24911	0.000807	-10.2751	True	0.2616	>=32	-0.277394	-0.467005	0.859514	10	26	2	0.00772749	0	6.58117	-9.80814
psvid_58601_sp|P29966|MARCS_HUMAN	MARCS_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	22.7554	15	3.90689	3.85222	0.000231	-12.0798	True	-0.331428	8-15	2.04738	2.12601	-2.05993	4	5	1	0.0310911	0	1.85951	-14.2058
psvid_58607_sp|P29401|TKT_HUMAN	TKT_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	26.1646	29	4.85798	4.80331	0.000238	-12.0368	True	0.576125	16-31	0.0508503	-0.662199	0.142725	9	15	0	0	0	4.80713	-11.3746
psvid_58610_sp|Q9Y2D2|S35A3_HUMAN	S35A3_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	21.7562	2	1	0.94533	3.15e-05	-14.9543	True	-0.362616	2-3	-0.118433	-0.00987329	-0.0818586	3	1	0	0	0	1.11843	-14.9444
psvid_58670_sp|Q06136|KDSR_HUMAN	KDSR_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	25.9319	14	3.80735	3.75269	0.000216	-12.1767	True	-0.332045	8-15	-0.826315	-0.623503	1.23129	9	7	2	0.165088	0	4.63367	-11.5532
psvid_586_sp|Q04695|K1C17_HUMAN	K1C17_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		1	0	-0.0546697	1.18e-05	-16.3709	True	0.0492434	1					0	0		1		
psvid_58755_sp|P18124|RL7_HUMAN	RL7_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	28.1573	43	5.42626	5.3716	0.000887	-10.1388	True	-0.752223	>=32	-0.796473	-0.038555	1.42349	10	22	1	0.000901744	0	6.22274	-10.1002
psvid_58791_sp|Q14318|FKBP8_HUMAN	FKBP8_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	25.3207	26	4.70044	4.64577	0.000323	-11.5962	True	-0.0209822	16-31	0.555409	0.44544	-0.494213	8	11	0	0	0	4.14503	-12.0416
psvid_58814_sp|P13716|HEM2_HUMAN	HEM2_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	24.1636	6	2.58496	2.53029	9.3e-05	-13.3924	True	-0.341816	4-7	-0.601047	-0.455279	0.838325	6	5	1	0.156284	0	3.18601	-12.9371
psvid_58832_sp|P36269|GGT5_HUMAN	GGT5_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	26.1534	21	4.39232	4.33765	0.000183	-12.4159	True	0.487657	16-31	-0.406627	-1.03288	0.743539	9	13	5	0.193307	0	4.79894	-11.383
psvid_58845_sp|P16070|CD44_HUMAN	CD44_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	21.9753	3	1.58496	1.53029	2.07e-05	-15.56	True	0.828378	2-3	0.327315	-0.749132	-0.403237	3	2	0	0	0	1.25765	-14.8109
psvid_58869_sp|P21589|5NTD_HUMAN	5NTD_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	24.309	9	3.16993	3.11526	8.02e-05	-13.606	True	0.457003	8-15	-0.142798	-0.785526	0.332641	7	5	7	0.413787	0	3.31272	-12.8205
psvid_58898_sp|Q9H936|GHC1_HUMAN	GHC1_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	23.4098	6	2.58496	2.53029	9.5e-05	-13.3617	True	-0.371465	4-7	0.118774	0.254159	0.0846075	5	2	1	0.189855	0.5	2.46619	-13.6159
psvid_58932_sp|P20742|PZP_HUMAN	PZP_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	26.2217	49	5.61471	5.56004	0.000169	-12.5307	True	1.82706	>=32	0.76642	-1.19848	-0.737027	9	19	4	0.199948	0.244898	4.84829	-11.3322
psvid_58949_sp|Q9NPA0|EMC7_HUMAN	EMC7_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	24.0164	5	2.32193	2.26726	0.000106	-13.2036	True	-0.78766	4-7	-0.731256	-0.142449	0.962994	6	4	0	0	0	3.05318	-13.0612
psvid_58963_sp|P26885|FKBP2_HUMAN	FKBP2_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	26.2552	27	4.75489	4.70022	0.000973	-10.0053	True	-1.55711	16-31	-0.117473	1.30224	0.368523	9	10	1	0.00347871	0	4.87236	-11.3075
psvid_59000_sp|O14678|ABCD4_HUMAN	ABCD4_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	24.87	10	3.32193	3.26726	8.44e-05	-13.5324	True	0.536458	8-15	-0.45479	-1.13958	0.722978	7	9	1	0.218898	0	3.77672	-12.3928
psvid_59004_sp|Q96LL9|DJC30_HUMAN	DJC30_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		1	0	-0.0546697	2.26e-05	-15.4333	True	-0.884947	1					0	0		0		
psvid_59006_sp|P43378|PTN9_HUMAN	PTN9_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		1	0	-0.0546697	8.63e-06	-16.8222	True	0.504942	1					0	0		0		
psvid_59012_sp|A6NCS6|CB072_HUMAN	CB072_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	23.7555	10	3.32193	3.26726	0.000173	-12.4969	True	-0.501517	8-15	0.514808	0.795511	-0.391523	6	4	0	0	0.1	2.80712	-13.2925
psvid_59021_sp|Q8NG11|TSN14_HUMAN	TSN14_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	18.9618	1	0	-0.0546697	1.89e-05	-15.6913	True	-0.629648	1	-0.149039	0.40207	-1.92613	1	1	0	0	0	0.149039	-16.0933
psvid_59023_sp|Q8TEB9|RHBL4_HUMAN	RHBL4_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	23.0936	3	1.58496	1.53029	4.87e-05	-14.3257	True	-0.407805	2-3	-0.577172	-0.416344	0.7151	5	1	1	0.245708	0	2.16213	-13.9094
psvid_59029_sp|P51812|KS6A3_HUMAN	KS6A3_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		3	1.58496	1.53029	2.07e-05	-15.56	True	0.824789	2-3					0	0		1		
psvid_59039_sp|Q96F07|CYFP2_HUMAN	CYFP2_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		8	3	2.94533	3.2e-05	-14.9316	True	1.61421	8-15					0	0		1		
psvid_59043_sp|P18669|PGAM1_HUMAN	PGAM1_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	23.9857	21	4.39232	4.33765	0.000423	-11.2071	True	-0.717774	16-31	1.36723	1.88058	-1.42415	6	5	1	0.0756604	0.571429	3.02509	-13.0876
psvid_59047_sp|P28845|DHI1_HUMAN	DHI1_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	29.0779	124	6.9542	6.89953	0.002	-8.96578	False	-0.517593	>=32	-0.0138508	0.523133	0.622435	10	23	0	0	0	6.96805	-9.48892
psvid_59066_sp|Q12768|WASC5_HUMAN	WASC5_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	23.9228	11	3.45943	3.40476	4.86e-05	-14.3287	True	1.47125	8-15	0.492819	-1.18606	-0.382449	6	7	2	0.204973	0	2.96661	-13.1426
psvid_59069_sp|P31153|METK2_HUMAN	METK2_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	23.9297	12	3.58496	3.53029	0.000155	-12.6554	True	-0.0811256	8-15	0.611811	0.481037	-0.516403	6	4	4	0.256333	0.333333	2.97315	-13.1365
psvid_59089_sp|Q15019|SEPT2_HUMAN	SEPT2_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	22.1692	1	0	-0.0546697	1.42e-05	-16.1037	True	-0.210784	1	-1.39158	-1.42167	1.28125	3	1	3	0.98546	0	1.39158	-14.6821
psvid_59111_sp|Q6QNY1|BL1S2_HUMAN	BL1S2_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	19.95	1	0	-0.0546697	3.6e-05	-14.7616	True	-1.55688	1	-0.364435	0.972532	-0.937939	1	1	0	0	0	0.364435	-15.7342
psvid_59156_sp|Q9Y2S7|PDIP2_HUMAN	PDIP2_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	20.8019	1	0	-0.0546697	1.39e-05	-16.1346	True	-0.184792	1	-0.628015	-0.730358	-0.0860742	2	1	1	0.520511	0	0.628015	-15.4042
psvid_59158_sp|P60604|UB2G2_HUMAN	UB2G2_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	24.2555	8	3	2.94533	0.000248	-11.9774	True	-1.34023	8-15	-0.26661	0.885417	0.472992	7	5	0	0	0	3.26661	-12.8628
psvid_59162_sp|Q9HD42|CHM1A_HUMAN	CHM1A_HUMAN	AZ907	B2021-05-06	control	True	False	False	False	19.9187						False	-1.09045						0	1	1			
psvid_59188_sp|Q96AA3|RFT1_HUMAN	RFT1_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	21.916	2	1	0.94533	1.89e-05	-15.6913	True	0.372129	2-3	-0.218832	-0.843044	0.0779131	3	2	1	0.644667	0	1.21883	-14.8482
psvid_59234_sp|Q9Y6N5|SQOR_HUMAN	SQOR_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	26.6531	36	5.16993	5.11526	0.000409	-11.2556	True	0.10722	>=32	0.0192329	-0.224414	0.235081	9	18	3	0.0427064	0	5.15069	-11.0312
psvid_59264_sp|Q8N2F6|ARM10_HUMAN	ARM10_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	20.9554	1	0	-0.0546697	1.49e-05	-16.0343	True	-0.28432	1	-0.692042	-0.696415	0.0674341	2	1	0	0	0	0.692042	-15.3379
psvid_59276_sp|Q96SB4|SRPK1_HUMAN	SRPK1_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	20.942	4	2	1.94533	3.12e-05	-14.9681	True	0.649147	4-7	1.31385	0.375696	-1.81522	2	0	1	1	0.5	0.686148	-15.3438
psvid_59286_sp|Q7Z2W9|RM21_HUMAN	RM21_HUMAN	AZ907	B2021-05-06	control	True	False	False	False	21.84						False	-1.02639						0	2	1			
psvid_59309_sp|Q96CS3|FAF2_HUMAN	FAF2_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	25.4627	29	4.85798	4.80331	0.000333	-11.5522	True	0.0918045	16-31	0.597559	0.376514	-0.559165	8	14	3	0.164627	0	4.26042	-11.9287
psvid_59319_sp|O75581|LRP6_HUMAN	LRP6_HUMAN	AZ907	B2021-05-06	control	False	True	False	False		1	0	-0.0546697	3.17e-06	-18.2671	True	1.94883	1					0	0		1		
psvid_59325_sp|Q13505|MTX1_HUMAN	MTX1_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	24.0712	10	3.32193	3.26726	0.00011	-13.1502	True	0.155421	8-15	0.218858	-0.135802	-0.0758764	6	5	1	0.111495	0	3.10307	-13.0144
psvid_59336_sp|P09972|ALDOC_HUMAN	ALDOC_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	21.6967	2	1	0.94533	2.81e-05	-15.1191	True	-0.199768	2-3	-0.0822164	-0.140327	-0.141336	3	1	0	0	0	1.08222	-14.9787
psvid_59339_sp|P09661|RU2A_HUMAN	RU2A_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	22.4384	4	2	1.94533	8.03e-05	-13.6042	True	-0.712667	4-7	0.403597	0.873029	-0.318851	4	4	0	0	0	1.5964	-14.4773
psvid_59343_sp|Q9H6U8|ALG9_HUMAN	ALG9_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	23.4996	12	3.58496	3.53029	0.0001	-13.2877	True	0.547742	8-15	1.02997	0.243044	-0.946562	5	8	0	0	0	2.555	-13.5308
psvid_59353_sp|O14773|TPP1_HUMAN	TPP1_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	26.9193	17	4.08746	4.03279	0.000154	-12.6648	True	0.431834	16-31	-1.24501	-1.80476	1.88714	9	7	2	0.0232813	0	5.33247	-10.86
psvid_59440_sp|O95292|VAPB_HUMAN	VAPB_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	25.9431	28	4.80735	4.75269	0.00059	-10.727	True	-0.782096	16-31	0.165232	0.817489	-0.0124898	9	10	2	0.0202683	0.0714286	4.64212	-11.5445
psvid_59442_sp|Q8IWE2|NXP20_HUMAN	NXP20_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	20.1499	1	0	-0.0546697	9.09e-06	-16.7473	True	0.42967	1	-0.415856	-1.08504	-0.73803	1	1	0	0	0	0.415856	-15.6623
psvid_59464_sp|P07203|GPX1_HUMAN	GPX1_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	22.8944	3	1.58496	1.53029	7.56e-05	-13.6913	True	-1.04124	2-3	-0.396245	0.393234	0.515919	4	2	1	0.534316	0	1.98121	-14.0845
psvid_59466_sp|Q9UBM7|DHCR7_HUMAN	DHCR7_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	26.104	18	4.16993	4.11526	0.000194	-12.3317	True	0.183127	16-31	-0.592812	-0.911331	0.976209	9	7	0	0	0	4.76274	-11.4203
psvid_5947_sp|Q96K17|BT3L4_HUMAN	BT3L4_HUMAN	AZ907	B2021-05-06	control	True	True	True	True	22.3023	1	0	-0.0546697	3.24e-05	-14.9136	True	-1.40282	1	-1.49036	-0.328378	1.41434	3	0	1	1	0	1.49036	-14.5853
psvid_59493_sp|Q14956|GPNMB_HUMAN	GPNMB_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	20.6154	1	0	-0.0546697	8.94e-06	-16.7713	True	0.453255	1	-0.558048	-1.28907	-0.272522	1	1	0	0	0	0.558048	-15.4822
psvid_59498_sp|O43292|GPAA1_HUMAN	GPAA1_HUMAN	AZ907	B2021-05-06	control	True	False	False	False	20.0191						False	0.571244						0	1	1			
psvid_59506_sp|O75390|CISY_HUMAN	CISY_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	23.3939	4	2	1.94533	4.39e-05	-14.4754	True	0.157724	4-7	-0.450481	-0.84446	0.636689	5	4	0	0	0	2.45048	-13.631
psvid_59519_sp|Q96AG3|S2546_HUMAN	S2546_HUMAN	AZ907	B2021-05-06	control	True	True	True	False	21.5757	1	0	-0.0546697	1.22e-05	-16.3228	True	-0.000657236	1	-1.00962	-1.27632	0.687718	2	1	1	0.614572	0	1.00962	-15.0464
